traveler,partNo,pot,forecastPieces,receivedPieces,receivedBoxQty,receivedWeight,receiveDate,receivedBy,note,createdAt
715762,11546449,268,85763,85763,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715763,11546449,702,88983,88983,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715764,11546449,32,83729,83729,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715765,11546449,951,89492,89492,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715788,11610126,1036,32087,32087,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715789,11610126,382,34409,34409,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715790,11546566,1416,48167,48167,,,2026-08-12,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715791,11546566,515,48444,48444,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715792,W711953-S900,605,20065,20065,,,2026-08-12,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715794,11602292,513,28544,28544,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715795,11602292,1710,24757,24757,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715796,11610128,1330,29714,29714,,,2026-08-19,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715797,11610128,670,32214,32214,,,2026-08-19,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715798,11546391,614,95781,95781,,,2026-08-27,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715799,1K2GZ0-00,1545,93594,93594,,,2026-08-12,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715800,W715851-S450B,282,55260,55260,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715801,W715851-S450B,1599,66494,66494,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715802,22800396,161,29148,29148,,,2026-08-12,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715804,7151143403,276,58107,58107,,,2026-08-12,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715806,11546703,1415,118395,118395,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715807,11546703,46,129753,129753,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715808,11546703,1666,115185,115185,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715809,11546703,1755,134938,134938,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715810,11602023,882,34629,34629,,,2026-08-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715812,11546703,708,136543,136543,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715813,11546703,1589,114198,114198,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715814,11546703-HT,165,134691,134691,,,2026-09-09,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715815,11546703-HT,1644,113827,113827,,,2026-09-09,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715816,11546703,275,133580,133580,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715817,11546703,1521,116420,116420,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715830,40161567,590,4497,4497,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715831,40161567,1649,5360,5360,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715832,PZ18-7P483-AA,27TOTES,5600,5600,,,2026-08-20,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715834,NU5210-03,526,40000,40000,,,2026-08-04,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715835,NU5210-03,523,41000,41000,,,2026-08-05,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715836,NU1510-00,193,40000,40000,,,2026-08-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715837,NU1510-00,1662,42000,42000,,,2026-08-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715838,NU1510-00,49,42000,42000,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715840,06510997AA,1763,2280,2280,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715841,06510997AA,658,2297,2297,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715842,06510997AA,874,2200,2200,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715844,06510997AA,1547,2137,2137,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715845,06510997AA,1695,2363,2363,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715846,06104384AA,530,24735,24735,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715847,06104384AA,789,21561,21561,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715848,11546465,232,36828,36828,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715849,11546465,1646,35517,35517,,,2026-08-31,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715853,06101831-A,1627,41123,41123,,,2026-08-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715854,06101831-A,632,39710,39710,,,2026-08-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715855,06101831-A,1043,38804,38804,,,2026-08-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715857,06101831-A,709,38623,38623,,,2026-08-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715858,06101831-A,227,37138,37138,,,2026-08-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715859,06101831-A,1791,37138,37138,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715861,06101831-A,1093,34710,34710,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715862,06101831-A,1540,42283,42283,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715863,06101831-A,1575,34964,34964,,,2026-08-06,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715864,06104388AA,1765,19879,19879,,,2026-08-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715865,06104388AA,1571,21380,21380,,,2026-08-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715866,06104388AA,843,22058,22058,,,2026-08-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715867,06104388AA,29,18354,18354,,,2026-08-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715872,11549204,1764,8047,8047,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715873,11549204,387,7226,7226,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715874,11549204,1551,7298,7298,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715875,11549204,445,7811,7811,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715876,11549204,333,7817,7817,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715877,11549204,421,7390,7390,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715878,11549204,687,8087,8087,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715879,11549204,1558,7015,7015,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715880,11549204,1833,8218,8218,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715881,11549204,1834,7298,7298,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715882,11549204,1827,8060,8060,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715883,11549204,1828,7469,7469,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715884,11549204,1577,8277,8277,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715885,11549204,969,6963,6963,,,2026-08-07,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715948,11546366-MY-AK,525,41264,41264,,,2026-08-21,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715949,11546366-MY-AK,51,40361,40361,,,2026-08-21,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715950,11546366-MY-AK,1631,39892,39892,,,2026-08-21,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715951,11546366-MY-AK,1428,41661,41661,,,2026-08-21,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715952,11546369-MY-AK,1377,10321,10321,,,2026-08-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715953,11546369-MY-AK,389,9367,9367,,,2026-08-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715954,11549169-MY-AK,217,24586,24586,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715955,11549169-MY-AK,925,24395,24395,,,2026-08-13,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715956,11549169-MY-AK,293,24140,24140,,,2026-08-12,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715957,11549169-MY-AK,132,24883,24883,,,2026-08-12,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715958,11549169-MY-AK,1429,23673,23673,,,2026-08-12,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715959,11549169-MY-AK,1574,25584,25584,,,2026-08-12,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715960,11549169-MY-AK,139,25011,25011,,,2026-08-12,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715961,11549169-MY-AK,1582,23567,23567,,,2026-08-12,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715962,11546378-MY-AK,1056,44138,44138,,,2026-08-20,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715963,11546378-MY-AK,1033,43065,43065,,,2026-08-20,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715964,11546378-MY-AK,712,45939,45939,,,2026-08-20,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715965,11546378-MY-AK,248,41648,41648,,,2026-08-20,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715966,11546365-MY-AK,808,68889,68889,,,2026-08-21,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715967,11546365-MY-AK,57,64269,64269,,,2026-08-21,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715968,11546365-MY-AK,1696,70117,70117,,,2026-08-21,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715969,11546365-MY-AK,860,63567,63567,,,2026-08-21,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715970,NU3019-00,1325,5067,5067,,,2026-08-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715971,NU3019-00,1374,5019,5019,,,2026-08-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715972,NU3019-00,507,5206,5206,,,2026-08-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715973,NU3019-00,154,4875,4875,,,2026-08-26,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715974,NU3019-00,560,5297,5297,,,2026-08-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715975,NU3019-00,197,4756,4756,,,2026-08-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715976,NU3019-00,1584,5038,5038,,,2026-08-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715977,NU3019-00,1604,5048,5048,,,2026-08-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715978,NU3019-00,578,4746,4746,,,2026-08-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715979,NU3019-00,1626,5311,5311,,,2026-08-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715980,NU3019-00,1049,4966,4966,,,2026-08-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715981,NU3019-00,198,5000,5000,,,2026-08-11,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715982,W520217-S440,300,5096,5096,,,2026-08-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715983,W520217-S440,1706,4931,4931,,,2026-08-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715984,W520217-S440,16,5050,5050,,,2026-08-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715985,W520217-S440,782,4890,4890,,,2026-08-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715986,W520217-S440,826,5165,5165,,,2026-08-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715987,W520217-S440,557,4835,4835,,,2026-08-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715988,W520217-S440,710,5421,5421,,,2026-08-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715989,W520217-S440,1550,4602,4602,,,2026-08-24,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715990,W520414-S440,1402,33678,33678,,,2026-08-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
715991,W520414-S440,662,40920,40920,,,2026-08-10,,Suy từ PIECES của WORK ORDER (AVP_AI không có sổ nhận kho riêng) — dữ liệu chạy thử,
